file_name,atoms,residues,surface_area,volume,sasa,hbonds,clashes,coulombic_mean,hydrophilic_ratio,molecular_weight,aromaticity,instability_index,gravy,aliphatic_index,absolute_charge_per_residue,hydrophilic_index
rof.txt,1314,84,4133,12150,5281.2,69,77,-3.58,0.217412709,9479.54,0.0476,29.71,-0.4095,95.12,-0.098,-0.4095
rph.txt,3437,228,9588,31800,11450,200,199,-1.49,0.162620087,24424.61,0.0351,28.82,-0.1465,91.14,-0.0229,-0.1465
rpiA.txt,3251,219,8122,29670,9656.6,192,199,-1.65,0.158917217,22860.13,0.0411,14.35,0.2301,106.85,-0.028,0.2301
rpiB.txt,2259,149,6171,20560,7599.4,131,165,0.45,0.187962208,16073.13,0.0671,33.67,0.0268,97.52,-0.0066,0.0268
rplI.txt,2259,149,7651,20750,9557.2,115,83,-0.34,0.199451722,15768.86,0.047,19.93,0.0906,104.77,-0.0086,0.0906
rplJ.txt,2533,165,8437,23380,10598,143,164,0.96,0.203906397,17711.39,0.0545,29.37,0.0455,93.64,0.0158,0.0455
rplK.txt,2137,142,6918,19610,8715.4,108,81,2.02,0.206232646,14875.21,0.0423,49.11,-0.0613,84.58,0.0458,-0.0613
rplM.txt,2291,142,7376,21070,9329.9,95,100,3.15,0.209423466,16018.35,0.0704,35.94,-0.5401,81.06,0.0713,-0.5401
rplN.txt,1970,123,5692,17840,7136.1,96,135,4.39,0.202365438,13540.87,0.0325,36.69,-0.1276,102.11,0.0941,-0.1276
rplO.txt,2182,144,9171,19650,12286,78,72,3.57,0.253540615,14980.24,0.0347,45.02,-0.25,88.12,0.1084,-0.25
rplP.txt,2231,136,7551,20180,9610.8,86,119,6.03,0.214321388,15281.02,0.0735,32.11,-0.3838,79.63,0.1441,-0.3838
rplS.txt,1899,115,6851,17310,8593.3,79,69,3.96,0.20275098,13133.07,0.0609,44.67,-0.527,88,0.1017,-0.527
rplV.txt,1779,110,5872,16280,7426.5,84,85,3.52,0.209317983,12226.15,0.0182,26.3,-0.3491,101.09,0.0896,-0.3491
rplW.txt,1633,100,5913,14790,7638.8,73,77,3.15,0.225925538,11198.98,0.04,21.46,-0.373,97.4,0.077,-0.373
rpmA.txt,1307,85,5336,11790,7230.4,49,49,3.8,0.262004868,9124.36,0.0588,25.83,-0.6376,63.18,0.1266,-0.6376
rpmB.txt,1297,78,4752,11710,6173.1,49,62,4.94,0.230208485,9006.38,0.0641,40.83,-0.65,76.15,0.1507,-0.65
rpmD.txt,957,59,3186,8543,4160.2,49,37,3.08,0.234171434,6541.72,0.0169,40.33,-0.1373,100.85,0.0964,-0.1373
rpmE.txt,1101,70,5216,9917,7161,34,46,1.71,0.27161011,7870.99,0.0714,48.67,-0.6486,57,0.0818,-0.6486
rpmH.txt,795,46,3473,6898,4651.6,31,19,8.54,0.253375183,5380.33,0.0435,68.17,-1.1109,55.22,0.3387,-1.1109
rpmI.txt,1095,65,4505,9637,5940.9,35,37,7.97,0.241697386,7288.85,0.0462,62.99,-0.6169,78.15,0.2896,-0.6169
rpoD.txt,9786,613,3,92140,40054,540,418,-4.2,0.999925101,70262.5,0.0522,47.05,-0.5889,85.79,-0.0726,-0.5889
rpoN.txt,7551,477,2,71180,34604,335,325,-3.69,0.999942203,53989.13,0.0545,44.06,-0.4354,95.07,-0.0684,-0.4354
rpoS.txt,5346,330,1,50080,23983,263,159,-2.35,0.999958304,37971.38,0.0576,54.21,-0.5288,99.3,-0.0546,-0.5288
rpoZ.txt,1448,91,5476,13080,7067,80,37,-1.48,0.22513089,10236.45,0.011,62.53,-0.5242,99.67,-0.049,-0.5242
rpsA.txt,8619,557,3,82030,38029,374,488,-2.77,0.999921113,61157.3,0.0539,25.69,-0.3004,96.01,-0.0514,-0.3004
rpsB.txt,3774,241,1,34720,12934,229,189,-0.48,0.999922684,26743.33,0.0705,29.99,-0.2676,87.47,-0.0039,-0.2676
rpsC.txt,3752,233,1,34410,16088,161,140,3.45,0.999937842,25982.91,0.0558,25.74,-0.4219,89.57,0.081,-0.4219
rpsF.txt,2091,131,7393,19600,9572.2,111,89,-1.4,0.227659263,15186.87,0.0687,58.89,-0.745,68.55,-0.0605,-0.745
rpsG.txt,2866,179,1,26330,13106,132,98,3.84,0.999923699,20018.85,0.0615,61.46,-0.4598,83.97,0.077,-0.4598
rpsH.txt,2030,130,6261,18550,7895.2,105,88,1.5,0.206986523,14126.39,0.0462,32.95,-0.1,94.54,0.0347,-0.1
rpsI.txt,2137,130,7438,19580,9588.7,95,101,4.87,0.224295264,14856.02,0.0692,39.45,-0.6869,78,0.12,-0.6869
rpsK.txt,1979,129,7501,18020,10082,91,59,3.79,0.256000793,13844.76,0.0465,30.36,-0.4457,71.94,0.1143,-0.4457
rpsL.txt,1991,124,7409,17930,9779.1,70,74,6.02,0.242363817,13736.91,0.0403,33.93,-0.6226,76.94,0.1671,-0.6226
rpsM.txt,1908,118,6780,17200,8810.1,88,101,4.41,0.230428713,13099.23,0.0254,39.54,-0.4237,95.93,0.1166,-0.4237
rpsN.txt,1669,101,6517,15090,8374.2,76,42,5.46,0.221776408,11580.35,0.0594,49.86,-0.795,72.57,0.1444,-0.795
rpsO.txt,1468,89,5199,13200,6572.3,89,48,2.76,0.208952726,10268.64,0.0449,51.28,-0.673,89.89,0.0781,-0.673
rpsQ.txt,1405,84,5209,12760,6847.9,56,55,2.41,0.239328845,9704.33,0.0476,29.89,-0.2929,99.52,0.0685,-0.2929
rpsR.txt,1294,75,5088,11660,6741.5,46,58,4.73,0.245271824,8986.32,0.12,44.74,-0.7747,74.27,0.1544,-0.7747
rpsT.txt,1409,87,5045,12510,6582.2,81,45,6.13,0.233538938,9684.28,0.0345,59.72,-0.7046,73.33,0.1811,-0.7046
rpsU.txt,1238,71,5908,10880,7992,58,20,4.79,0.260760761,8499.85,0.0704,87.25,-1.0901,64.65,0.1914,-1.0901
rrmA.txt,4241,269,1,39330,13319,225,278,0.16,0.999924919,30418.57,0.0929,49.06,-0.2844,79.89,-0.0022,-0.2844
rrmJ.txt,3312,209,9363,30260,11455,197,183,1.59,0.182627674,23334.82,0.0813,42.29,-0.244,83.88,0.0315,-0.244
rsd.txt,2572,158,7531,23750,9216.7,159,138,-1.15,0.182896264,18242.62,0.0886,24.28,-0.2772,108.04,-0.0314,-0.2772
rseC.txt,2367,159,9606,21880,12133,110,83,0.38,0.208274953,16639.22,0.0692,40.92,0.5371,110.44,-0.0029,0.5371
rssB.txt,5289,337,1,49700,15073,284,440,-1.26,0.999933656,37301.79,0.0564,34.76,0.0706,114.33,-0.0204,0.0706
rstB.txt,6950,433,2,64970,28818,375,303,-1.01,0.999930599,49282.3,0.0878,41.66,-0.0259,106.35,-0.0233,-0.0259
rsuA.txt,3623,231,1,33180,12511,202,200,-1.38,0.99992007,25864.99,0.0649,23.84,-0.3628,90.3,-0.0325,-0.3628
rsxB.txt,2845,192,1,26330,14697,105,102,-2.6,0.999931959,20543.6,0.0417,46.37,0.2031,96.56,-0.0586,0.2031
rsxE.txt,3529,231,1,33090,13779,195,164,0.74,0.999927426,24458.73,0.0693,23.62,0.6861,123.81,0.0072,0.6861
rsxG.txt,3094,206,9553,28340,11987,175,150,-0.2,0.203053308,21911.64,0.0631,22.02,-0.1286,90.15,-0.0047,-0.1286
rtcA.txt,5104,338,1,47250,13918,269,345,-0.11,0.999928151,35902.78,0.0533,47.24,0.1305,101.27,-0.0023,0.1305
rtcB.txt,6318,408,1,58690,16325,370,472,-0.33,0.999938744,45221.23,0.076,32.75,-0.2206,83.95,-0.0161,-0.2206
rtn.txt,8316,518,2,77520,28437,466,491,-0.81,0.999929669,58587.46,0.0985,35.62,0.105,104.85,-0.0128,0.105
rumB.txt,5908,375,1,55190,16118,311,384,0.01,0.999937958,41955.32,0.0853,53.08,-0.0557,90.32,-0.0025,-0.0557
rusA.txt,1946,120,5939,17770,7551.3,99,117,1.55,0.213512905,13845.76,0.075,54.35,-0.585,79.67,0.0398,-0.585
ruvA.txt,3157,203,1,29120,12762,151,126,-0.82,0.999921642,22085.42,0.0591,36.75,0.0567,103.35,-0.0158,0.0567
ruvB.txt,5258,336,1,49070,17372,271,284,-1.59,0.999942436,37173.33,0.0625,42.67,-0.089,100.51,-0.0357,-0.089
ruvC.txt,2680,173,8185,24400,10190,147,103,1.5,0.196761531,18746.55,0.052,34.35,0.085,104.91,0.0333,0.085
rzoD.txt,957,60,5214,8449,7471.6,33,19,1.5,0.302157503,6690.13,0.0333,53.52,0.0067,82.67,0.0745,0.0067
rzpD.txt,2436,153,1,21840,14302,133,58,0.64,0.99993008,17225.49,0.0458,26.02,-0.4072,92.03,0.0305,-0.4072
rzpR.txt,1547,99,7070,14240,9210,73,21,-0.29,0.232356135,11070.37,0.0404,35.36,-0.5929,79.09,-0.0041,-0.5929
sapB.txt,5190,321,1,47430,18018,298,342,0.86,0.9999445,36037.6,0.1153,43.47,0.7368,127.6,0.0128,0.7368
sapF.txt,4350,268,1,40310,13918,220,275,0.88,0.999928151,30570.18,0.0597,44.93,-0.2422,98.99,0.0162,-0.2422
sbcB.txt,7590,475,1,70830,23098,444,402,-1.69,0.999956706,54500.15,0.1053,44.96,-0.4013,83.85,-0.03,-0.4013
sbmC.txt,2493,157,7527,23110,9212.3,131,148,-3.22,0.1829402,18081.25,0.1401,37.29,-0.3631,74.39,-0.0715,-0.3631
sdaA.txt,6787,454,1,63150,18165,408,510,-2.71,0.999944949,48906.14,0.0683,28.23,-0.0509,86.81,-0.0363,-0.0509
sdhD.txt,1870,115,6488,17080,8001.8,110,78,0.62,0.189182434,12867.37,0.1652,13.65,1.3687,145.65,0.0059,1.3687
secD.txt,9554,615,2,88970,30865,516,481,-0.1,0.999935202,66631.33,0.052,40.47,0.1156,112.78,0.0048,0.1156
selB.txt,9685,614,2,90300,29239,496,629,-1.16,0.999931598,68866.61,0.0619,33.96,-0.3539,93.65,-0.0153,-0.3539
selD.txt,5162,347,1,47940,15378,283,324,-1.51,0.999934972,36686.86,0.0548,30.97,0.0683,91.99,-0.0259,0.0683
seqA.txt,2879,181,1,25910,14163,142,142,0.97,0.999929393,20315.22,0.0663,34.59,-0.2862,85.75,0.0163,-0.2862
serA.txt,6261,410,1,57630,19344,343,345,-1.02,0.999948304,44175.25,0.0561,38.85,0.0251,104.02,-0.0179,0.0251
serB.txt,4978,322,1,46000,14621,267,298,-1.11,0.999931605,35042.29,0.059,29.75,0.091,106.4,-0.0188,0.091
serC.txt,5555,362,1,52210,15447,324,300,-1.24,0.999935263,39782.84,0.0994,33.45,-0.113,86.55,-0.022,-0.113
serS.txt,6772,430,1,62290,20573,418,414,-1.74,0.999951393,48413.48,0.0628,41.35,-0.4474,86.42,-0.0316,-0.4474
sfmF.txt,2538,171,9856,23540,12904,89,96,-1.73,0.236205828,18222.43,0.076,36.31,0.1556,94.74,-0.0376,0.1556
sfmH.txt,4965,327,1,46350,16770,230,351,-1.96,0.99994037,35695.34,0.0948,31.73,0.0826,89.42,-0.0317,0.0826
sfsA.txt,3676,234,9484,33790,11350,206,292,-0.15,0.164405286,26228.49,0.0855,42.08,-0.3402,81.37,-0.0045,-0.3402
sgbH.txt,3292,220,8146,30380,9541,196,188,-1.37,0.146211089,23444.49,0.0545,19.92,0.0277,99.59,-0.0276,0.0277
sgbU.txt,4534,286,1,41890,12195,277,352,-1.21,0.999917999,32454.82,0.0979,34.29,-0.2122,84.65,-0.0211,-0.2122
sgcE.txt,3235,210,8207,29950,9855.6,177,211,-0.94,0.167275458,23214.19,0.0952,40.84,-0.0229,85.67,-0.0228,-0.0229
sgcX.txt,5705,373,1,52720,17238,309,419,-2.36,0.999941989,40614.23,0.0536,31.07,0.0113,98.28,-0.0312,0.0113
sgrR.txt,8960,551,2,84990,24034,467,557,-0.7,0.999916785,63974.37,0.0998,48.06,-0.3243,92.96,-0.0079,-0.3243
shiA.txt,6803,438,1,63330,19589,420,478,1.2,0.999948951,47816.81,0.1324,33.38,0.655,106.74,0.0158,0.655
sieB.txt,2771,162,1,25220,12815,132,125,2.24,0.999921966,19243.55,0.1481,41.95,0.1377,105.31,0.0607,0.1377
sixA.txt,2403,161,6304,21940,7737.3,138,147,-3.13,0.185245499,17207.6,0.0497,39.06,0.2,99.32,-0.0642,0.2
slt.txt,10235,645,2,93820,32091,633,590,0.81,0.999937677,73352.3,0.1023,40.31,-0.5028,75.29,0.009,-0.5028
slyA.txt,2358,144,8387,21210,10545,137,70,-0.1,0.204646752,16352.81,0.0139,57.69,-0.2771,119.31,-0.0066,-0.2771
smg.txt,2551,157,8620,24170,10481,127,116,-7.05,0.177559393,18509.93,0.1019,36.67,-0.0904,105.61,-0.1611,-0.0904
smpA.txt,1724,113,6718,16010,8788.1,79,48,0.2,0.235557174,12301.9,0.0796,25.81,-0.0867,82.83,0.0139,-0.0867
smpB.txt,2608,160,9142,23930,11615,131,129,3.35,0.212914335,18268.88,0.0813,30.93,-0.5812,81.75,0.0808,-0.5812
sodB.txt,2943,193,7529,27220,9178.3,184,181,-1.25,0.179695586,21265.49,0.1399,24.86,-0.1689,77.51,-0.0304,-0.1689
sohA.txt,1720,111,8611,15550,11783,54,37,-1.68,0.269201392,12358.8,0.045,56.51,-0.5784,79.1,-0.047,-0.5784
sohB.txt,5600,349,1,50900,24805,307,263,1.04,0.999959686,39365.98,0.063,35.28,-0.3542,92.23,0.0208,-0.3542
solA.txt,5669,372,1,52930,14967,344,400,-2.43,0.999933186,40901.5,0.1022,36.46,-0.2339,82.93,-0.044,-0.2339
soxR.txt,2443,154,9006,22260,11114,126,121,1.19,0.189670686,17149.52,0.0455,41.58,-0.411,96.3,0.0309,-0.411
speB.txt,4647,306,1,43250,12120,298,368,-2.24,0.999917492,33556.66,0.0915,33.29,-0.1052,83.56,-0.0442,-0.1052
speD.txt,4224,264,1,39510,15212,227,264,-3.24,0.999934262,30384.31,0.0909,48.13,-0.3129,90.11,-0.0548,-0.3129
speE.txt,4447,288,1,41540,12644,267,285,-3.15,0.999920911,32321.02,0.1146,37.78,-0.1701,80.97,-0.0493,-0.1701
speF.txt,11468,732,2,107700,30956,654,727,-1.97,0.999935392,82414.84,0.1025,43.48,-0.2346,86.23,-0.0279,-0.2346
sprT.txt,2748,165,8661,24980,10861,116,151,3.53,0.202559617,19348.26,0.0788,45.3,-0.5224,85.64,0.0739,-0.5224
spy.txt,2567,161,1,23320,16311,100,72,1.56,0.999938692,18198.89,0.0435,49.46,-0.7578,62.73,0.0438,-0.7578
srlA.txt,2932,187,9774,26800,12152,175,164,0.78,0.195687953,20580.09,0.1176,22.95,0.5043,106.9,0.0155,0.5043
srlB.txt,1851,123,5028,17330,6188.3,92,128,-2.81,0.18749899,13303.89,0.0732,27.52,0.0024,92.76,-0.0729,0.0024
srlD.txt,3914,259,1,36010,11834,245,214,0.08,0.999915498,27857.55,0.0965,28.7,0.1297,96.41,-0.0087,0.1297
srlE.txt,4785,319,1,43760,19311,256,283,-0.14,0.999948216,33331.63,0.0658,35.09,0.4828,113.42,-0.0034,0.4828
ssnA.txt,6787,442,1,63480,16227,424,560,-1.98,0.999938374,48841,0.0882,33.45,-0.1129,89.48,-0.0266,-0.1129
sspA.txt,3415,212,9296,31300,11351,194,212,-1.81,0.181041318,24304.62,0.0943,49.94,-0.2651,91.08,-0.0335,-0.2651
ssuA.txt,4935,319,1,45220,16309,259,310,0.5,0.999938684,34557.3,0.0752,37.89,-0.0774,98.28,0.0122,-0.0774
stfE.txt,2676,178,1,25150,15941,67,87,-0.71,0.999937269,19283.36,0.1236,43.87,-0.209,74.1,-0.0243,-0.209
stfQ.txt,4519,320,2,41640,27088,113,239,0.22,0.999926167,32901.61,0.075,17.47,-0.3253,63,0,-0.3253
sthA.txt,7174,466,1,67220,21564,401,406,-1.05,0.999953626,51559.8,0.0815,38.09,-0.227,87.51,-0.0186,-0.227
sucA.txt,14609,933,3,137200,40160,883,858,-1.05,0.999925299,105060.48,0.09,42.43,-0.4411,78.19,-0.0166,-0.4411
sucB.txt,6242,405,2,57340,27606,287,241,-0.94,0.999927552,44010.87,0.0395,44.78,-0.2168,95.14,-0.0193,-0.2168
sucC.txt,5871,388,1,53960,17906,343,346,-1.46,0.999944153,41392.15,0.0541,30.24,0.0237,101.83,-0.0207,0.0237
sucD.txt,4238,289,9748,38640,11499,266,282,-0.52,0.152274111,29777.13,0.0484,25.22,0.1616,93.49,-0.0069,0.1616
sufD.txt,6552,423,1,61200,17765,391,523,-0.92,0.99994371,46822.17,0.0591,40.51,-0.343,91.39,-0.0129,-0.343
sufE.txt,2238,138,6009,20770,7247.8,119,104,0.05,0.170920831,15800.14,0.0725,55.26,-0.171,103.26,-0.0102,-0.171
suhB.txt,4103,267,9907,38100,11584,245,252,-0.22,0.144768646,29171.77,0.0824,21.62,-0.1712,87.75,-0.0042,-0.1712
sulA.txt,2630,169,1,24420,13096,111,127,-0.43,0.999923641,18801.17,0.0651,49.19,-0.2101,89.47,-0.0057,-0.2101
surA.txt,6649,428,2,60390,27734,385,284,-0.06,0.999927886,47283.17,0.0467,38.66,-0.3825,90.12,-0.0041,-0.3825
syd.txt,2888,181,7885,26690,9313.8,158,187,-2.82,0.153406773,20708.24,0.0939,42.58,-0.2762,89.45,-0.0606,-0.2762
tadA.txt,2610,167,7720,23750,9586,154,140,0.2,0.194658878,18717.34,0.0599,39.95,-0.2192,85.33,0.0018,-0.2192
tag.txt,2922,187,7553,26820,9015.1,177,133,-0.56,0.162183448,21099.87,0.1016,29.52,-0.2802,74.55,-0.0113,-0.2802
tap.txt,8065,533,2,73520,36734,569,269,-0.76,0.999945555,57511.25,0.0488,39.88,-0.0375,94.95,-0.0198,-0.0375
tas.txt,5396,346,1,50300,14264,316,311,-0.26,0.999929893,38499.06,0.0867,30.78,-0.3231,88.29,-0.0102,-0.3231
tatC.txt,4134,258,1,38240,16006,230,267,-0.6,0.999937523,28875.95,0.1318,52.19,0.7488,118.6,-0.0203,0.7488
tatE.txt,1026,67,5075,8970,7062.4,57,14,0.55,0.281405754,7024.21,0.0299,7.56,0.1224,112.24,0.0238,0.1224
tauD.txt,4533,283,1,42140,13375,236,297,-0.73,0.999925234,32409.09,0.0989,49.11,-0.5049,82.76,-0.0149,-0.5049
tbpA.txt,8595,536,2,80620,26241,455,496,2.05,0.999923783,59532.46,0.1026,47.38,0.703,129.42,0.022,0.703
tdcA.txt,4898,312,1,45590,17139,251,281,-0.82,0.999941654,34538.45,0.0833,48.33,0.092,98.97,-0.0138,0.092
tdh.txt,5222,341,1,48140,14414,295,382,-1.11,0.999930623,37238.64,0.0792,25.27,0.0507,91.76,-0.0165,0.0507
tdk.txt,3263,205,9339,30300,10947,162,187,-0.41,0.146889559,23456.31,0.1024,34.51,-0.3205,86.54,-0.0151,-0.3205
tehB.txt,3159,197,8128,29140,9792.3,177,178,0.22,0.169960071,22530.48,0.1015,17.87,-0.3761,85.63,-0.0012,-0.3761
tesA.txt,3326,208,1,30590,12798,171,165,-0.13,0.999921863,23621.87,0.1058,55.55,-0.2014,92.02,-0.0006,-0.2014
tfaE.txt,2988,200,1,27120,13323,170,144,-2.92,0.999924942,21661.72,0.075,33.33,-0.3785,78.2,-0.0707,-0.3785
tfaS.txt,1768,114,7078,16210,9051.8,88,35,-2.28,0.218056077,12658.2,0.0526,34.96,-0.2254,91.67,-0.0641,-0.2254
tgt.txt,5928,375,1,54910,15270,362,427,-0.51,0.999934512,42593.2,0.0933,43.15,-0.412,78.99,-0.015,-0.412
thiC.txt,9848,631,2,91550,27442,610,649,-1.79,0.999927119,70849.56,0.0808,43.14,-0.387,79.06,-0.0262,-0.387
thiD.txt,4020,266,1,37270,11900,239,220,-0.32,0.999915966,28633.28,0.0526,29.92,-0.0372,93.98,-0.0218,-0.0372
thiG.txt,3816,256,1,35120,12762,196,213,-1.22,0.999921642,26895.79,0.0469,36.71,0.3004,106.09,-0.0272,0.3004
thiM.txt,3810,262,9101,35410,10663,238,201,-2.16,0.146487855,27338.87,0.0458,29.45,0.2225,93.63,-0.0327,0.2225
thrB.txt,4700,310,1,43660,13133,272,315,-1.14,0.999923856,33623.29,0.071,39.82,0.0242,92.58,-0.0226,0.0242
thrC.txt,6632,428,1,61880,16316,397,437,-2.33,0.99993871,47113.25,0.0841,35.91,-0.0967,93.97,-0.0318,-0.0967
tig.txt,6789,432,2,62570,27033,367,306,-2.93,0.999926016,48192.08,0.0602,37.2,-0.4275,88.24,-0.0536,-0.4275
tilS.txt,6806,432,1,62560,23445,366,381,-0.05,0.999957347,48203.58,0.0718,50.45,-0.1343,100.3,-0.0039,-0.1343
tktA.txt,10037,663,2,93690,23588,651,620,-2.25,0.999915211,72210.9,0.0905,34.55,-0.2276,78.28,-0.0285,-0.2276
tnaA.txt,7392,471,1,68660,18963,435,523,-0.8,0.999947266,52772.86,0.1062,36.98,-0.2163,82.25,-0.0123,-0.2163
tnaB.txt,6495,415,1,59730,18038,391,404,1.67,0.999944561,45210.1,0.1518,23.76,0.9137,120.55,0.0216,0.9137
tolA.txt,6119,421,2,54620,40381,317,96,0.34,0.999950472,43156.1,0.0285,36.75,-0.6095,66.96,0.0229,-0.6095
tolB.txt,6415,430,1,59370,19643,363,426,-0.24,0.999949091,45954.95,0.0907,38.31,-0.2153,78.7,-0.0001,-0.2153
tolC.txt,7513,493,2,69220,30695,447,262,-0.91,0.999934843,53740.04,0.0649,34.52,-0.4274,86.57,-0.0105,-0.4274
tolQ.txt,3634,230,1,33570,14087,214,143,-0.19,0.999929013,25597.41,0.0957,37.85,0.2261,105.74,-0.0045,0.2261
tolR.txt,2222,142,9310,20230,12195,81,73,-1.29,0.236572366,15382.75,0.0352,39.33,0.2042,120.7,-0.0168,0.2042
torS.txt,14296,914,4,132000,54603,869,669,-1.2,0.999926744,101023.12,0.0427,50.58,-0.154,105.66,-0.0209,-0.154
torZ.txt,12428,809,2,115600,30191,722,948,-0.27,0.999933755,88962.94,0.0878,28.71,-0.3476,77.99,-0.0015,-0.3476
tpiA.txt,3793,255,9254,34910,10903,235,196,-1.66,0.151242777,26971.5,0.051,26.55,0.0102,94.31,-0.0266,0.0102
treA.txt,8831,565,2,81530,26662,525,586,-1.49,0.999924987,63635.96,0.1009,50.54,-0.5798,70.5,-0.017,-0.5798
treB.txt,7347,473,1,67720,22783,413,442,1.35,0.999956108,51080.15,0.0909,35.61,0.6476,121.44,0.0172,0.6476
treC.txt,8778,551,1,82390,20259,551,750,-1.93,0.999950639,63836.9,0.1289,33.95,-0.5597,71.36,-0.0305,-0.5597
treR.txt,4885,315,1,44790,15926,274,334,0.3,0.99993721,34530.34,0.0571,42.99,-0.0848,96,0.0073,-0.0848
trkA.txt,7135,458,1,66860,20926,395,394,-1.34,0.999952213,50367.17,0.0524,36.82,-0.0146,106.44,-0.0227,-0.0146
trmA.txt,5872,366,1,54580,16216,340,435,-1.29,0.999938333,41966.48,0.082,41.88,-0.3219,90.38,-0.0233,-0.3219
trmC.txt,10313,668,2,97400,25271,590,629,-1.79,0.999920858,74433.3,0.0988,36.51,-0.2801,80.27,-0.0269,-0.2801
trmD.txt,3976,255,1,36630,15359,217,208,-1.78,0.999934892,28422.03,0.0667,46.06,-0.309,89.92,-0.034,-0.309
trmE.txt,6941,454,1,64910,23190,402,336,-3.24,0.999956878,49230.26,0.0507,38.24,-0.0947,103.46,-0.0496,-0.0947
trmU.txt,5713,368,1,53200,17169,312,378,-2.86,0.999941755,40958.94,0.0897,38.38,-0.2851,86.63,-0.0483,-0.2851
trpA.txt,4078,268,9931,37830,11357,236,245,-1.12,0.125561328,28723.81,0.0709,37.21,0.1228,101.72,-0.0229,0.1228
trpB.txt,6002,397,1,55980,15087,379,337,-1.5,0.999933718,42982.54,0.0655,31.5,-0.1909,85.11,-0.0258,-0.1909
trpR.txt,1747,108,6876,15890,8908.9,89,41,-0.81,0.228187543,12355.01,0.0463,42.08,-0.4241,102.13,-0.0305,-0.4241
truA.txt,4256,270,1,38980,13458,233,278,1.05,0.999925695,30399.25,0.0963,36.41,-0.3141,82.74,0.0128,-0.3141
truB.txt,4949,314,1,45340,16510,284,286,-0.51,0.999939431,35086.66,0.0637,41.49,-0.3678,92.87,-0.016,-0.3678
truD.txt,5501,349,1,51140,16574,300,355,-0.33,0.999939665,39091,0.086,33.93,-0.2691,90.6,-0.0084,-0.2691
trxA.txt,1670,109,4723,15400,5836.4,78,109,-1.93,0.190768282,11806.48,0.0734,8.15,0.0248,103.03,-0.0497,0.0248
trxB.txt,4821,321,1,44920,15654,271,246,-2.38,0.999936119,34622.64,0.0623,33.89,-0.1935,88.19,-0.0362,-0.1935
tsf.txt,4309,283,1,39050,16166,258,252,-1.44,0.999938142,30422.63,0.0459,27.8,-0.118,91.73,-0.0321,-0.118
tsx.txt,4566,294,1,43050,15229,264,353,-2.03,0.999934336,33588.59,0.1837,25.63,-0.5116,62.07,-0.0336,-0.5116
ttdA.txt,4608,303,1,42520,13845,280,314,-0.92,0.999927772,32733.2,0.0495,52.06,-0.0584,92.01,-0.0158,-0.0584
ttdB.txt,3214,201,8475,29270,10504,181,213,-0.13,0.193164509,22679.21,0.0647,39.41,-0.1179,96.42,-0.0144,-0.1179
tus.txt,5103,309,1,47040,18794,254,215,2.47,0.999946792,35782.72,0.068,43.38,-0.4712,100.06,0.0356,-0.4712
tynA.txt,11787,757,3,111300,35704,619,707,-2.25,0.999915976,84377.62,0.0925,26.27,-0.39,79.85,-0.0233,-0.39
tyrB.txt,6104,397,1,56450,17279,362,450,-1.24,0.999942126,43537.29,0.0932,26.99,0.0093,93.7,-0.0226,0.0093
ubiB.txt,9009,546,2,83650,31534,497,529,0.73,0.999936576,63201.97,0.1117,41.94,-0.1397,99.62,0.0136,-0.1397
ubiC.txt,2693,165,6784,24710,7750.5,150,144,0.56,0.124701632,18776.69,0.0788,61.21,-0.1552,105.21,0.0037,-0.1552
ubiD.txt,7804,497,2,73220,23560,425,516,-1.44,0.99991511,55603.09,0.0905,36.56,-0.2483,86.9,-0.0256,-0.2483
ubiE.txt,3945,251,1,36750,11732,232,238,0.63,0.999914763,28072.89,0.0956,31.34,-0.1681,86.22,0.0044,-0.1681
ubiG.txt,3722,240,1,34310,11604,223,255,-1.32,0.999913823,26555.15,0.075,32.66,-0.2258,87.29,-0.0189,-0.2258
ubiX.txt,2952,189,7999,27110,9717,164,133,-0.31,0.17680354,20694.77,0.0476,39.82,0.2439,115.56,-0.0104,0.2439
udk.txt,3444,213,9362,31810,11174,194,231,0.16,0.162162162,24352.84,0.0657,36.53,-0.2582,97.93,-0.0088,-0.2582
ugd.txt,6163,388,1,56790,17932,379,346,-0.07,0.999944234,43656.35,0.0902,35.21,-0.207,94.77,-0.0078,-0.207
ugpB.txt,6741,438,1,62800,18856,410,426,-0.64,0.999946966,48448.15,0.1119,31.91,-0.5032,65.82,-0.0047,-0.5032
ugpE.txt,4520,281,1,41240,17667,250,353,-0.03,0.999943397,31499.36,0.1281,29.87,0.8754,121.78,-0.0079,0.8754
uhpB.txt,8056,500,2,74920,28955,472,441,0.42,0.999930927,56305.21,0.082,43.17,0.2678,123.1,0.0054,0.2678
uidA.txt,9454,603,2,88520,22936,585,765,-3.02,0.999912801,68446.18,0.1128,26.68,-0.3833,77.74,-0.0379,-0.3833
uidC.txt,6515,421,1,61000,19349,400,527,0.94,0.999948318,46647.1,0.1164,29.81,-0.3335,79.05,0.0137,-0.3335
uidR.txt,3055,196,9322,28440,11213,186,95,-1.05,0.168643539,21798.92,0.0561,38.12,-0.0367,92.24,-0.0253,-0.0367
ulaB.txt,1536,101,4507,14190,5586.8,86,96,0,0.19327701,10895.5,0.0495,32.69,0.0911,95.45,-0.0123,0.0911
